date,ticker,group,open,close,high,low,volume,ingest_date,ma30,ma30_slope_pct,ma30_slope_signal,ma30_slope_signal_confirmed,price_to_ma_pct,price_vs_ma_signal,price_vs_ma_breakout,price_vs_ma_signal_confirmed,bench_close,rs_ratio,rs_slope_pct,rs_slope_signal,rs_slope_signal_confirmed,recent_avg_vol,vol_factor,recent_max_vol,vol_rank_pct,up_week,vol_on_up,vol_on_down,accumulation_score,breakout_volume_ok,accumulation_confirmed,distribution_confirmed,stage_score_core,stage_label_core,stage_reason
2025-08-18,AMD,Leader,176.755,167.76,178.7953,158.25,242504826,2025-11-29,122.11083333333333,1.4353318071108279,rising,rising,37.38338804228398,above,false,above,643.534521513,0.26068531584845384,0.7848609450847184,rising,rising,354942367.75,0.6832231033371755,439716401,0.5515027991871515,false,0,0,0,false,false,false,0.9,Stage 2, |  |  | 
2025-08-25,AMD,Leader,165.55,162.63,170.99,161.72,199106306,2025-11-29,123.66683333333334,1.4494240895208748,rising,rising,31.506561311911963,above,false,above,643.2752368659,0.2528155767231913,-0.7021510093161338,falling,unconfirmed_falling,307617849.5,0.647252122474772,439716401,0.4528061849573812,false,0,0,0,false,false,false,0.7,Stage 1, |  |  | 
2025-09-01,AMD,Leader,158.42,151.14,164.75,150.18,179085998,2025-11-29,125.11949999999999,1.4145796695891046,rising,rising,20.79651852828696,above,false,above,645.4592113931,0.2341588706647989,-3.0890265577138902,falling,unconfirmed_falling,242460248.75,0.7386200374010793,439716401,0.40727613887661196,false,0,0,0,false,false,false,0.7,Stage 1, |  |  | 
2025-09-08,AMD,Leader,151.8,158.57,164.525,149.22,228167229,2025-11-29,126.63516666666668,1.3288961936696424,rising,rising,25.217981840220776,above,false,above,655.6012300876,0.2418695888944751,-2.207635949444915,falling,falling,212216089.75,1.0751646082480888,439716401,0.5188963351858236,true,0,0,0,false,false,false,0.7,Stage 1, |  |  | 
2025-09-15,AMD,Leader,160.01,157.39,162.3,149.85,246576590,2025-11-29,128.18683333333334,1.255801934830405,rising,rising,22.78172095157977,above,false,above,663.7,0.23714027422028022,-2.855532568885304,falling,falling,213234030.75,1.1563660318792712,439716401,0.5607627767334519,false,0,0,0,false,false,false,0.7,Stage 1, |  |  | 
2025-09-22,AMD,Leader,157.42,159.46,165.1,154.7798,191544728,2025-11-29,130.17350000000002,1.3205489548429397,rising,rising,22.498050678517505,above,false,above,661.82,0.24094164576470944,-1.5147512255904838,falling,falling,211343636.25,0.9063188814136816,439716401,0.4356096965325612,true,0,0,0,false,false,false,0.7,Stage 1, |  |  | 
2025-09-29,AMD,Leader,160.12,164.67,171.06,159.33,207567677,2025-11-29,132.31883333333334,1.3992433972460951,rising,rising,24.449404405772402,above,false,above,669.21,0.2460662572286726,-0.5339322506942354,falling,falling,218464056,0.9501227835850489,439716401,0.47204897640377075,true,0,0,0,false,false,false,0.7,Stage 1, |  |  | 
2025-10-06,AMD,Leader,226.445,214.9,240.1,203.01,737538554,2025-11-29,136.11650000000003,1.7578395054328133,rising,rising,57.8794635477697,above,false,above,653.02,0.3290863985789103,8.10795915137473,rising,unconfirmed_rising,345806887.25,2.132804698787849,737538554,1,true,1,0,0.125,true,false,false,0.7,Stage 1, |  |  | 
2025-10-13,AMD,Leader,220.2,233.08,241.2,214.9,368331892,2025-11-29,140.33783333333335,2.1641171291281656,rising,rising,66.08493551869475,above,false,above,664.39,0.3508180436189588,9.008859296653176,rising,unconfirmed_rising,376245712.75,0.978966349696964,737538554,0.49940696659499645,true,0,0,0.125,false,false,false,0.7,Stage 1, |  |  | 
2025-10-20,AMD,Leader,236.465,252.92,253.39,224.88,273778439,2025-11-29,145.32783333333336,2.6743776336883305,rising,rising,74.03410908899072,above,false,above,677.25,0.37345145810262087,11.49624915721577,rising,rising,396804140.5,0.6899586245622857,737538554,0.3712055966636288,true,0,0,0.125,false,false,false,0.9,Stage 2, |  |  | 
2025-10-27,AMD,Leader,257.88,256.12,267.0799,249.8001,242009071,2025-11-29,151.00650000000002,3.200805079374834,rising,rising,69.60859300758575,above,false,above,682.06,0.3755094859689764,11.170160291482244,rising,rising,405414489,0.5969423332573592,737538554,0.3281307393186119,true,0,0,0.125,false,false,false,0.9,Stage 2, |  |  | 
2025-11-03,AMD,Leader,259.33,233.54,260.91,224.6401,278113180,2025-11-29,155.67783333333335,3.5307143226020994,rising,rising,50.014934688839205,above,false,above,670.97,0.3480632517102106,8.290205705591795,rising,rising,290558145.5,0.9571687605639677,737538554,0.37708290433316116,false,0,0,0.125,false,false,false,0.9,Stage 2, |  |  | 
2025-11-10,AMD,Leader,242.135,246.81,263.51,234.64,324474624,2025-11-29,160.9881666666667,3.6544675578150576,rising,rising,53.30940472850486,above,false,above,671.93,0.367315047698421,2.323319911402779,rising,rising,279593828.5,1.1605214097206011,737538554,0.4399425931569674,true,0,0,0.125,false,false,false,0.9,Stage 2, |  |  | 
2025-11-17,AMD,Leader,242.745,203.78,248.77,195,269419516,2025-11-29,164.55933333333334,3.451884559521249,rising,rising,23.833753985391283,above,false,above,659.03,0.30921202373184836,-2.371942985481148,falling,unconfirmed_falling,278504097.75,0.9673807968234823,737538554,0.3652955015555702,false,0,0,0.125,false,false,false,0.7,Stage 1, |  |  | 
2025-11-24,AMD,Leader,207.16,217.53,218.3,194.275,178451284,2025-11-29,168.517,3.1912904960852826,rising,rising,29.08489944634666,above,false,above,683.39,0.31831018891116347,-2.9530621983168213,falling,unconfirmed_falling,262614651,0.6795176252371388,737538554,0.2419551941145032,true,0,0,0.125,false,false,false,0.7,Stage 1, |  |  | 
2025-06-09,AMZN,Leader,214.75,212.1,218.4,209.62,165709554,2025-11-29,208.67866666666666,0.16660653540872253,flat,flat,1.639522327789458,near,false,unconfirmed_near,593.5983426473,0.35731231838365163,0.770400224474147,rising,unconfirmed_rising,169522267.75,0.9775090682740114,432738187,0.3829325882903882,false,0,0,0,false,false,false,0.25,Stage 4, |  |  | 
2025-06-16,AMZN,Leader,212.31,209.69,217.96,208.2709,185081662,2025-11-29,209.0976666666666,0.15321497645070364,flat,flat,0.2832806997687138,near,false,unconfirmed_near,592.6449232845,0.3538206297927537,0.3358418786061801,flat,unconfirmed_flat,171148049.75,1.0814126264970776,432738187,0.42769893566152967,false,0,0,0,false,false,false,0.25,Stage 4, |  |  | 
2025-06-23,AMZN,Leader,209.79,223.3,223.3,207.3101,277144132,2025-11-29,209.6113333333333,0.16010515516798995,flat,flat,6.53049930506304,above,false,unconfirmed_above,613.21816278,0.3641444653036342,0.8645331556559168,rising,unconfirmed_rising,202978780.75,1.3653847509378145,432738187,0.6404429752810329,true,0,0,0,false,false,false,0.25,Stage 4, |  |  | 
2025-06-30,AMZN,Leader,223.52,223.41,224.01,217.93,158671141,2025-11-29,209.49066666666664,0.12565887649948376,flat,flat,6.644369200218955,above,false,unconfirmed_above,623.6194661216,0.3582473160907346,0.4813701802848398,flat,unconfirmed_flat,196651622.25,0.8068641345774609,432738187,0.3666677583968341,true,0,0,0,false,false,false,0.25,Stage 4, |  |  | 
2025-07-07,AMZN,Leader,223,225.02,226.6799,218.43,201340145,2025-11-29,209.40933333333334,0.10049801067691623,flat,flat,7.454618386955058,above,false,above,621.9041984565,0.3618242175538864,0.18524584680549475,flat,unconfirmed_flat,205559270,0.9794748979211689,432738187,0.4652701126189263,true,0,0,0,false,false,false,0.5499999999999999,Stage 3, |  |  | 
2025-07-14,AMZN,Leader,225.07,226.13,227.27,222.18,179835455,2025-11-29,209.44966666666667,0.07389351411101104,flat,flat,7.963886311587981,above,false,above,625.8533030809,0.36131470248191633,0.22402721050144592,flat,flat,204247718.25,0.8804771800675918,432738187,0.4155756538306151,true,0,0,0,false,false,false,0.6499999999999999,Stage 1, |  |  | 
2025-07-21,AMZN,Leader,225.835,231.44,236,225.65,177690471,2025-11-29,209.706,0.05818652527607135,flat,flat,10.364033456362721,above,false,above,635.3471101578,0.36427331815913616,0.590846744719493,rising,unconfirmed_rising,179384303,0.9905575238653964,432738187,0.41061888305225996,true,0,0,0,false,false,false,0.5499999999999999,Stage 3, |  |  | 
2025-07-28,AMZN,Leader,233.35,214.75,236.53,212.8,319625695,2025-11-29,209.39133333333334,-0.02099123139015738,flat,flat,2.559163543858866,above,false,above,620.0094260356,0.34636570184607063,-0.9764675919343782,falling,unconfirmed_falling,219622941.5,1.4553383759319152,432738187,0.7386121784532965,false,0,0,0,false,false,false,0.5499999999999999,Stage 3, |  |  | 
2025-08-04,AMZN,Leader,217.4,222.69,226.22,211.42,257792302,2025-11-29,209.5163333333333,0.0024503876067668313,flat,flat,6.287656173186192,above,false,above,635.4268900492,0.35045731222164284,-0.43489530942466487,flat,unconfirmed_flat,233735980.75,1.1029209160387259,432738187,0.5957234876523619,true,0,0,0,false,false,false,0.5499999999999999,Stage 3, |  |  | 
2025-08-11,AMZN,Leader,221.78,231.03,234.08,219.05,206604332,2025-11-29,209.68599999999998,0.026423527763803186,flat,flat,10.179029596634981,above,false,above,641.6696665515,0.3600450699837744,-0.09834320002900447,flat,unconfirmed_flat,240428200,0.8593182164155453,432738187,0.4774349438220482,true,0,0,0,false,false,false,0.5499999999999999,Stage 3, |  |  | 
2025-08-18,AMZN,Leader,230.225,228.84,231.91,220.5,161200021,2025-11-29,209.48566666666665,0.0034375800709452492,flat,flat,9.238977368380029,above,false,above,643.534521513,0.35559863900071637,-0.31640359176837257,flat,flat,236305587.5,0.6821676233110654,432738187,0.3725116614217363,false,0,0,0,false,false,false,0.6499999999999999,Stage 1, |  |  | 
2025-08-25,AMZN,Leader,227.35,229,232.71,226.02,129872302,2025-11-29,209.1963333333333,-0.04860773336639628,flat,flat,9.466545780757798,above,false,above,643.2752368659,0.3559906971014623,-0.45474761091645566,flat,flat,188867239.25,0.6876380600242188,432738187,0.3001174980658686,true,0,0,0,false,false,false,0.6499999999999999,Stage 1, |  |  | 
2025-09-01,AMZN,Leader,223.52,232.33,236,221.83,161313170,2025-11-29,209.30233333333337,-0.008500829388032953,flat,flat,11.002106999921953,above,false,above,645.4592113931,0.3599452853086723,0.7841182536391335,rising,unconfirmed_rising,164747456.25,0.9791542380794727,432738187,0.372773133608382,true,0,0,0,false,false,false,0.5499999999999999,Stage 3, |  |  | 
2025-09-08,AMZN,Leader,234.94,228.15,238.85,226.29,197870412,2025-11-29,209.28466666666662,-0.02211442544654594,flat,flat,9.014197568224484,above,false,above,655.6012300876,0.3480011774375638,-0.14016741545547592,flat,unconfirmed_flat,162563976.25,1.2171848681635578,432738187,0.45725202430540296,false,0,0,0,false,false,false,0.5499999999999999,Stage 3, |  |  | 
2025-09-15,AMZN,Leader,230.625,231.48,235.9,228.71,250137380,2025-11-29,209.78133333333332,0.00909296122138276,flat,flat,10.343468754766869,above,false,above,663.7,0.3487720355582341,-0.626201293412978,falling,unconfirmed_falling,184798316,1.3535695855583445,432738187,0.5780339880196429,true,0,0,0,false,false,false,0.5499999999999999,Stage 3, |  |  | 
2025-09-22,AMZN,Leader,230.56,219.78,230.565,216.47,260256158,2025-11-29,210.0313333333333,0.05209584744859055,flat,flat,4.641529676524476,above,false,above,661.82,0.33208425251578977,-1.322523986649973,falling,unconfirmed_falling,217394280,1.1971619400473645,432738187,0.6014171289209566,false,0,0,0,false,false,false,0.5499999999999999,Stage 3, |  |  | 
2025-09-29,AMZN,Leader,220.08,219.51,224.2,216.61,221486999,2025-11-29,210.70666666666665,0.14439386286247866,flat,flat,4.178004176422203,above,false,above,669.21,0.3280136280091451,-1.5717865281374686,falling,falling,232437737.25,0.9528874339444208,432738187,0.5118267942459166,false,0,0,0,false,false,false,0.5499999999999999,Stage 3, |  | ma~ price~ rs↓ vol↓ | 
2025-10-06,AMZN,Leader,221,216.37,228.25,216,240351172,2025-11-29,211.32066666666663,0.1928629558198835,flat,flat,2.3894176622573813,above,false,above,653.02,0.33133747817831,-1.5895642086729704,falling,falling,243057927.25,0.9888637442085321,432738187,0.5554193718522004,false,0,0,0,false,false,false,0.5499999999999999,Stage 3, |  | ma~ price~ rs↓ vol↓ | 
2025-10-13,AMZN,Leader,217.7,213.04,220.68,211.03,217786234,2025-11-29,211.88166666666663,0.24817871670802533,flat,flat,0.5466887964193976,near,false,unconfirmed_near,664.39,0.3206550369511883,-1.5716119518751792,falling,falling,234970140.75,0.9268677003165136,432738187,0.5032748219190556,false,0,0,0,false,false,false,0.25,Stage 4, |  |  | 
2025-10-20,AMZN,Leader,213.88,224.21,225.4,213.59,203910974,2025-11-29,212.93133333333333,0.3003127065642961,flat,flat,5.29685626352158,above,false,unconfirmed_above,677.25,0.3310594315245478,-1.015712398233765,falling,falling,220883844.75,0.9231592932058468,432738187,0.471210954165226,true,0,0,0,false,false,false,0.25,Stage 4, |  |  | 
2025-10-27,AMZN,Leader,227.66,244.22,250.5,222.75,405996917,2025-11-29,215.37199999999996,0.5085590403971469,rising,unconfirmed_rising,13.394498820645232,above,false,unconfirmed_above,682.06,0.3580623405565493,1.5645480232173505,rising,unconfirmed_rising,267011324.25,1.5205232142883542,432738187,0.9382045060885741,true,1,0,0.125,true,false,false,0.1,Stage 4, |  |  | 
2025-11-03,AMZN,Leader,255.36,244.41,258.6,238.49,279157093,2025-11-29,217.35666666666665,0.6312092640637859,rising,unconfirmed_rising,12.446516478292212,above,false,above,670.97,0.36426367795877607,2.2102770649895276,rising,unconfirmed_rising,276712804.5,1.0088333046402267,432738187,0.645094658586255,true,0,0,0.125,false,false,false,0.4,Stage 3, |  |  | 
2025-11-10,AMZN,Leader,248.34,234.69,251.75,232.89,171589044,2025-11-29,219.42599999999996,0.7671122243919986,rising,rising,6.956331519510013,above,false,above,671.93,0.3492774544967482,1.0828824084176647,rising,rising,265163507,0.6471065567857345,432738187,0.39651930232817656,false,0,0,0.125,false,false,false,0.9,Stage 2, |  |  | 
2025-11-17,AMZN,Leader,233.25,220.69,234.6,215.18,297662529,2025-11-29,220.48266666666663,0.8118682597991018,rising,rising,0.09403611470593295,near,false,unconfirmed_near,659.03,0.33487094669438416,0.8866793347992773,rising,rising,288601395.75,1.0313967062648899,432738187,0.6878582430258229,false,0,0,0.125,false,false,false,0.6,Stage 1, |  |  | 
2025-11-24,AMZN,Leader,222.555,233.22,233.285,222.27,152487985,2025-11-29,221.92399999999998,0.8446541451547743,rising,rising,5.090030821362277,above,false,unconfirmed_above,683.39,0.34126926059790164,0.6167973542597457,rising,rising,225224162.75,0.6770498473081792,432738187,0.352379312898494,true,0,0,0.125,false,false,false,0.6,Stage 1, |  |  | 
2025-06-09,ANET,Leader,97.98,92.35,98.825,91.25,41076824,2025-11-29,97.18683333333333,-0.1863052238856734,flat,flat,-4.976840141239981,below,false,unconfirmed_below,593.5983426473,0.15557657992800672,0.17980138014925742,flat,unconfirmed_flat,41985906,0.9783479246583365,90040610,0.4562033064858179,false,0,0,0,false,false,false,0.25,Stage 4, |  |  | 
2025-06-16,ANET,Leader,92.7,86.25,95.34,85.775,47249320,2025-11-29,96.67449999999998,-0.2633942850143302,flat,flat,-10.7830917149817,below,false,unconfirmed_below,592.6449232845,0.1455340231752826,-2.164782915251245,falling,unconfirmed_falling,45458275.25,1.0393997515336881,90040610,0.5247556630280492,false,0,0,0,false,false,false,0.25,Stage 4, |  |  | 
2025-06-23,ANET,Leader,86.44,99.39,102.25,85.58,61055763,2025-11-29,96.60566666666665,-0.2281846113962669,flat,flat,2.882163572185225,above,false,unconfirmed_above,613.21816278,0.16207934799161758,0.4664373884832367,flat,unconfirmed_flat,48753420,1.2523380513613198,90040610,0.6780913967597509,true,0,0,0,false,false,false,0.25,Stage 4, |  |  | 
2025-06-30,ANET,Leader,102,102.52,103.5,97.14,34827948,2025-11-29,96.41466666666665,-0.18683330393548636,flat,flat,6.332369902227894,above,false,unconfirmed_above,623.6194661216,0.16439512486290725,2.2393248201770333,rising,unconfirmed_rising,46052463.75,0.756266769766471,90040610,0.3868026660414673,true,0,0,0,false,false,false,0.25,Stage 4, |  |  | 
2025-07-07,ANET,Leader,101.8,108.57,109.45,100.33,50386874,2025-11-29,96.288,-0.19344481765875718,flat,flat,12.75548354935194,above,false,above,621.9041984565,0.1745767278456379,1.3881587253999776,rising,unconfirmed_rising,48379976.25,1.0414819912194562,90040610,0.5596016508550975,true,0,0,0,false,false,false,0.5499999999999999,Stage 3, |  |  | 
2025-07-14,ANET,Leader,108.225,111.78,112.69,104.681,37306085,2025-11-29,96.25366666666667,-0.1920356152496619,flat,flat,16.130640910649284,above,false,above,625.8533030809,0.17860415443960823,2.9602880487869765,rising,rising,45894167.5,0.8128720278017898,90040610,0.41432510286191976,true,0,0,0,false,false,false,0.7499999999999999,Stage 1, |  |  | 
2025-07-21,ANET,Leader,111.75,114.28,115.1,106.987,32133712,2025-11-29,96.29533333333335,-0.07844191936170025,flat,flat,18.676571381098412,above,false,above,635.3471101578,0.17987018146917594,4.718643454601475,rising,rising,38663654.75,0.8311090145972297,90040610,0.3568802121620456,true,0,0,0,false,false,false,0.7499999999999999,Stage 1, |  |  | 
2025-07-28,ANET,Leader,115,117.57,125.81,114.83,56811301,2025-11-29,96.37433333333337,-0.047892290652366595,flat,flat,21.993061776475706,above,false,above,620.0094260356,0.18962614931800942,3.399174745917229,rising,rising,44159493,1.2865025646920358,90040610,0.630951978224048,true,0,0,0,false,false,false,0.7499999999999999,Stage 1, |  |  | 
2025-08-04,ANET,Leader,117.57,139.18,141.01,116.66,71145710,2025-11-29,97.20233333333336,0.1633914618799441,flat,flat,43.18586316515033,above,false,above,635.4268900492,0.2190338529570625,6.647244331572449,rising,rising,49349202,1.4416790366741898,90040610,0.7901513550385765,true,0,0,0,false,false,false,0.7499999999999999,Stage 1, |  |  | 
2025-08-11,ANET,Leader,137.75,137.3,141.99,132.45,37818767,2025-11-29,97.7806666666667,0.31004209593442744,flat,flat,40.41630588187163,above,false,above,641.6696665515,0.21397302561906345,4.513350463099532,rising,rising,49477372.5,0.7643649023601647,90040610,0.4200190003155243,false,0,0,0,false,false,false,0.7499999999999999,Stage 1, |  |  | 
2025-08-18,ANET,Leader,136.42,133.25,138.165,127.58,37414188,2025-11-29,97.9166666666667,0.34554527792881135,flat,flat,36.08510638297868,above,false,above,643.534521513,0.20705959905106386,3.1864258365924325,rising,rising,50797491.5,0.7365361338758234,90040610,0.41552570556774326,false,0,0,0,false,false,false,0.7499999999999999,Stage 1, |  |  | 
2025-08-25,ANET,Leader,133.58,136.55,137.671,130.33,35186918,2025-11-29,98.62733333333337,0.4843433049715158,flat,flat,38.450463360393634,above,false,above,643.2752368659,0.21227305541137415,3.602917801887139,rising,rising,45391395.75,0.7751891612630132,90040610,0.3907894226838312,true,0,0,0,false,false,false,0.7499999999999999,Stage 1, |  |  | 
2025-09-01,ANET,Leader,132.41,142.85,145.46,131,32127296,2025-11-29,99.44000000000003,0.6361998180705077,rising,unconfirmed_rising,43.654465004022484,above,false,above,645.4592113931,0.22131530153808737,3.3422766147019294,rising,rising,35636792.25,0.9015204223382367,90040610,0.35680895542577956,true,0,0,0,false,false,false,0.6,Stage 1, |  |  | 
2025-09-08,ANET,Leader,143.8,139.39,156.32,139.02,65443199,2025-11-29,100.52400000000002,0.6834541008960672,rising,unconfirmed_rising,38.66340376427516,above,false,above,655.6012300876,0.21261400010090736,-0.586197317856034,falling,unconfirmed_falling,42542900.25,1.53828720222242,90040610,0.7268186988071271,false,0,1,-0.125,false,false,false,0.4,Stage 3, |  |  | 
2025-09-15,ANET,Leader,139.6,149.61,150.25,138.5,54568518,2025-11-29,102.23433333333334,0.9109503582848619,rising,rising,46.34027055490165,above,false,above,663.7,0.225418110592135,1.0697689524143352,rising,unconfirmed_rising,46831482.75,1.1652101277959217,90040610,0.6060434064140614,true,0,0,-0.125,false,false,false,0.7,Stage 1, |  |  | 
2025-09-22,ANET,Leader,148.78,142.5,149.71,139.23,35119356,2025-11-29,103.88266666666667,1.2185872340425457,rising,rising,37.1739911695246,above,false,above,661.82,0.21531534254026774,0.7974267821476749,rising,unconfirmed_rising,46814592.25,0.7501796835579616,90040610,0.39003907236967855,false,0,0,-0.125,false,false,false,0.7,Stage 1, |  |  | 
2025-09-29,ANET,Leader,144.92,145.5,150.54,141.25,36485604,2025-11-29,105.954,1.4857274183627167,rising,rising,37.32374426637976,above,false,above,669.21,0.21742054063746805,0.4849871516776675,flat,unconfirmed_flat,47904169.25,0.7616373391132338,90040610,0.4052127589984119,true,0,0,-0.125,false,false,false,0.7,Stage 1, |  |  | 
2025-10-06,ANET,Leader,151.6,154.1,162.68,143.28,44828872,2025-11-29,108.307,1.7833869670152804,rising,rising,42.2807390104056,above,false,above,653.02,0.2359805212704052,1.3252784267873141,rising,unconfirmed_rising,42750587.5,1.0486141740157373,90040610,0.4978739259985022,true,0,0,-0.125,false,false,false,0.7,Stage 1, |  |  | 
2025-10-13,ANET,Leader,160.76,143.1,162,136.7901,50036670,2025-11-29,110.306,1.9462019020333416,rising,rising,29.73002375210777,above,false,above,664.39,0.21538554162464818,0.2607111029777375,flat,unconfirmed_flat,41617625.5,1.202295166983998,90040610,0.555712250283511,false,0,0,-0.125,false,false,false,0.7,Stage 1, |  |  | 
2025-10-20,ANET,Leader,146.325,153.82,155.83,141.68,29616916,2025-11-29,112.83533333333334,2.073862987972077,rising,rising,36.322546719999046,above,false,above,677.25,0.22712440014765595,0.1513888614396423,flat,unconfirmed_flat,40242015.5,0.7359699963338069,90040610,0.328928424629731,true,0,0,-0.125,false,false,false,0.7,Stage 1, |  |  | 
2025-10-27,ANET,Leader,157.41,157.69,164.94,152.33,30568468,2025-11-29,115.946,2.322492042304138,rising,rising,36.00296689838373,above,false,above,682.06,0.23119666891475824,1.4751690415670597,rising,unconfirmed_rising,38762731.5,0.7886045904685536,90040610,0.33949645609908685,true,0,0,-0.125,false,false,false,0.7,Stage 1, |  |  | 
2025-11-03,ANET,Leader,160.5,134.65,160.9,132.4501,55903696,2025-11-29,118.012,2.276082073352588,rising,rising,14.098566247500258,above,false,above,670.97,0.2006796130974559,-1.5399582294228897,falling,unconfirmed_falling,41531437.5,1.3460573330744934,90040610,0.6208720265222548,false,0,0,0,false,false,false,0.7,Stage 1, |  |  | 
2025-11-10,ANET,Leader,137.5,131.37,138.98,125.36,41778967,2025-11-29,120.01766666666666,2.1624948833716484,rising,rising,9.458885219676006,above,false,above,671.93,0.19551143720328013,-3.429866486374304,falling,unconfirmed_falling,39467011.75,1.0585794350138504,90040610,0.4640013767121302,false,0,0,0,false,false,false,0.7,Stage 1, |  |  | 
2025-11-17,ANET,Leader,131.35,117.43,133.32,114.52,62066629,2025-11-29,121.335,1.9997098979203303,rising,rising,-3.218362385132062,below,false,unconfirmed_below,659.03,0.1781861220278288,-3.454216965189494,falling,falling,47579440,1.3044842268004835,90040610,0.6893181754321744,false,0,0,0,false,false,false,0.4,Stage 3, |  |  | 
2025-11-24,ANET,Leader,118.915,130.68,131.405,118.2,29792066,2025-11-29,122.65699999999998,1.7408849473864527,rising,rising,6.541004590035648,above,false,unconfirmed_above,683.39,0.19122316685933363,-3.1613717649871655,falling,falling,47385339.5,0.6287190577161529,90040610,0.33087365800831425,true,0,0,0,false,false,false,0.4,Stage 3, |  |  | 
2025-06-09,APLD,Leader,14.52,11.18,14.58,11.0901,341797420,2025-11-29,7.883666666666667,0.7537732537732562,rising,unconfirmed_rising,41.812185531267176,above,false,unconfirmed_above,593.5983426473,0.018834284391934113,19.214757771544583,rising,rising,412168525.25,0.8292661837598673,987976786,0.34595693425533586,false,0,0,0.125,false,false,false,0.30000000000000004,Stage 4, |  |  | 
2025-06-16,APLD,Leader,11.419,10.33,11.78,10.13,137887322,2025-11-29,7.8996666666666675,0.9198040340733595,rising,unconfirmed_rising,30.7650111819064,above,false,above,592.6449232845,0.01743033576116718,10.155465786402756,rising,rising,393113600,0.3507569364173613,987976786,0.13956534602220907,false,0,0,0.125,false,false,false,0.6,Stage 1, |  |  | 
2025-06-23,APLD,Leader,10.035,10.38,10.96,9.41,206895008,2025-11-29,7.909000000000001,1.0075700562220573,rising,rising,31.242887849285623,above,false,above,613.21816278,0.016927091580168935,6.485851400652659,rising,rising,418639134,0.4942084750251753,987976786,0.2094128231875278,true,0,0,0.125,false,false,false,0.9,Stage 2, |  |  | 
2025-06-30,APLD,Leader,10.56,10.45,10.76,9.71,124939884,2025-11-29,7.901666666666666,0.9537699991160586,rising,rising,32.25058004640371,above,false,above,623.6194661216,0.016757013800403637,8.755904387031642,rising,rising,202879908.5,0.6158317249043909,987976786,0.12646034377572915,true,0,0,0.125,false,false,false,0.9,Stage 2, |  |  | 
2025-07-07,APLD,Leader,10.16,9.18,10.17,9.02,118454480,2025-11-29,7.9110000000000005,0.4102167182662557,flat,unconfirmed_flat,16.040955631399306,above,false,above,621.9041984565,0.014761115977000609,-7.310847363027199,falling,unconfirmed_falling,147044173.5,0.805570715115754,987976786,0.11989601545152094,false,0,0,0.125,false,false,false,0.4,Stage 3, |  |  | 
2025-07-14,APLD,Leader,9.28,11.93,12.15,9.235,198552487,2025-11-29,8.04166666666667,0.4008287176018004,flat,unconfirmed_flat,48.35233160621756,above,false,above,625.8533030809,0.019061974972844214,0.24178309743226578,flat,unconfirmed_flat,162210464.75,1.2240424026033745,987976786,0.20096877762065152,true,0,0,0.125,false,false,false,0.4,Stage 3, |  |  | 
2025-07-21,APLD,Leader,12.185,10.75,12.2099,10.35,120059481,2025-11-29,8.120333333333335,0.5586733617452228,rising,unconfirmed_rising,32.38372808997986,above,false,above,635.3471101578,0.016919884938691298,-0.5857039468087682,falling,unconfirmed_falling,140501583,0.8545062513637302,987976786,0.12152054856074321,false,0,0,0.125,false,false,false,0.4,Stage 3, |  |  | 
2025-07-28,APLD,Leader,10.98,12.52,14.06,9.79,261012156,2025-11-29,8.234000000000004,0.8218485269945702,rising,unconfirmed_rising,52.05246538741795,above,false,above,620.0094260356,0.020193241383528772,3.859079733681266,rising,unconfirmed_rising,174519651,1.4956032429837944,987976786,0.2641885514909254,true,0,0,0,false,false,false,0.4,Stage 3, |  |  | 
2025-08-04,APLD,Leader,12.83,14.2,15.36,12.35,165449316,2025-11-29,8.431000000000003,1.3398017295929205,rising,rising,68.42604673229741,above,false,above,635.4268900492,0.022347181434044315,6.672033215734446,rising,unconfirmed_rising,186268360,0.8882309158678371,987976786,0.16746275655914045,true,0,0,0,false,false,false,0.7,Stage 1, |  |  | 
2025-08-11,APLD,Leader,14.265,14.09,15.85,13.5301,107943199,2025-11-29,8.604000000000001,1.7519908987485793,rising,rising,63.761041376104124,above,false,above,641.6696665515,0.021958338900018966,9.751597283338736,rising,rising,163616038,0.659734829907078,987976786,0.10925681709286639,false,0,0,0,false,false,false,0.9,Stage 2, |  |  | 
2025-08-18,APLD,Leader,14.875,16.05,16.92,14.03,179568683,2025-11-29,8.840333333333335,1.9863212435233129,rising,rising,81.5542400361977,above,false,above,643.534521513,0.024940386977632834,6.167684107405488,rising,rising,178493338.5,1.006024563768244,987976786,0.18175394963176797,true,0,0,0,false,false,false,0.9,Stage 2, |  |  | 
2025-08-25,APLD,Leader,16.01,15.98,17.6,15.57,136304874,2025-11-29,9.135666666666669,2.5007183613152186,rising,rising,74.91881636078371,above,false,above,643.2752368659,0.024841621570660995,9.36381856102908,rising,rising,147316518,0.9252518037386683,987976786,0.1379636403724166,false,0,0,0,false,false,false,0.9,Stage 2, |  |  | 
2025-09-01,APLD,Leader,15.13,13.89,15.73,13.6737,70301177,2025-11-29,9.339,2.683993198931252,rising,rising,48.7311275297141,above,false,above,645.4592113931,0.02151956274668557,1.3136289889929729,rising,rising,123529483.25,0.5691044368551587,987976786,0.07115670934397846,false,0,0,0,false,false,false,0.9,Stage 2, |  |  | 
